date,year,type,country,area,location,activity,sex,age,fatal_y_n,time,species,activity_group,species_group
1961-04-17,1961,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth Oceanarium,Diving,M,,N,,2 m  yellow belly captive shark. Shark destroyed by aquarium staff next day,diving,other shark
1961-02-01,1961,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Swimming,M,14.0,Y,14h50,"2.1 m [7'], 90-kg mako shark",swimming,other shark
1960-11-11,1960,Provoked,AUSTRALIA,Queensland,"Scott’s Point, Redcliffe Peninsula",Chasing shark out of bathing area while riding on a surf-ski,M,17.0,N,15h00,,surfing,unknown
1960-06-27,1960,Provoked,NORTH SEA,"Unknown, treated at Wick, SCOTLAND","On board  East German fishing trawler, I Mai",Fishing,M,18.0,N,,A small shark,fishing,other shark
1960-04-01,1960,Provoked,PHILIPPINES,Luzon Island,Bataan,"Fishing, hooked shark towed boat out to sea, storm swamped boat",M,,Y,,,fishing,unknown
1960-01-01,1960,Unprovoked,NICARAGUA,Pacific coast,San Jan del Sur,Bathing,M,,N,Morning,3.7 m to 4.6 m [12' to 15'] shark,swimming,other shark
1958-11-05,1958,Boat,USA,California,"Pacific Beach, San Diego County",Fishing,,,N,,White shark,fishing,white shark
1958-04-03,1958,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Swimming with goggles,M,29.0,Y,13h30,3 m [10'] shark,swimming,other shark
1957-01-05,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umgeni River Mouth,Wading,M,12.0,Y,,,swimming,unknown
1956-12-26,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Samarai Island (south end),Spearfishing,M,19.0,Y,13h00,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,fishing,other shark
1956-12-24,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Samarai Island,Spearfishing,M,16.0,Y,12h00,,fishing,unknown
1954-11-20,1954,Unprovoked,USA,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),Spearfishing,M,,N,15h00,"Blacktip reef shark, 1.5 m [5']",fishing,other shark
1953-09-27,1953,Unprovoked,PHILIPPINES,Luzon Island,Bohol,,M,23.0,Y,,,other,unknown
1953-07-11,1953,Sea Disaster,PACIFIC OCEAN,330 to 350 miles east of Wake Island,,Royal Hawaiian skymaster DC-6B aircraft went down with  58 passenger & crew,,,N,,,other,unknown
1952-04-06,1952,Watercraft,AUSTRALIA,South Australia,Streaky Bay,Fishing for white sharks,,,N,Morning,"White shark, 15'3, 2,333-lb",fishing,white shark
1951-12-16,1951,Provoked,AUSTRALIA,New South Wales,North Bondi,Spearfishing,M,18.0,N,,"Wobbegong shark, 1.8 m [6']",fishing,other shark
1951-09-29,1951,Unprovoked,ITALY,Salerno,Amalfi,Swimming,F,21.0,Y,,,swimming,unknown
1949-01-01,1949,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Sohano Island, Buka Passage",Swimming close to wharf,M,,N,,,swimming,unknown
1947-03-12,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Wading,M,18.0,N,16h10,,swimming,unknown
1944-03-26,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,18.0,N,17h30,,swimming,unknown
1944-02-18,1944,Unprovoked,INDIA,,"Triplicane Beach, Chennai",Bathing,M,12.0,Y,,,swimming,unknown
1943-07-01,1943,Invalid,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,68.0,,Between 11h00 & 12h00,Invalid,swimming,unknown
1942-06-04,1942,Unprovoked,USA,Midway Atoll,,"Plane crashed in water, men in life raft",M,,N,,,other,unknown
,1942,Unprovoked,PHILIPPINES,Camiguin Island,2 kilometres off Sagay,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",M,,Y,,,swimming,unknown
1941-08-05,1941,Invalid,AUSTRALIA,New South Wales,Parramata River,Swimming,M,,,,Shark involvement prior to death unconfirmed,swimming,other shark
1940-01-01,1940,Unprovoked,NEW GUINEA,Bwagaoia,"Bagalina, North coast Misima Island",,F,,Y,,,other,unknown
1939-12-14,1939,Unprovoked,AUSTRALIA,Queensland,"Rubbish Dump Creek, Mackay",Swimming,M,20.0,Y,12h15,2.6 m [8.5'] shark landed 2 hours later,swimming,other shark
1939-11-23,1939,Watercraft,AUSTRALIA,New South Wales,Wollongong,,,,N,,"Blue pointer, 16'",other,other shark
1938-07-18,1938,Unprovoked,USA,South Carolina,Charleston,Swimming,M,,N,,,swimming,unknown
1937-05-30,1937,Provoked,USA,Texas,Galveston,Fishing,M,,N,,4' shark,fishing,other shark
1937-01-01,1937,Unprovoked,AUSTRALIA,Torres Strait,,,M,,N,,,other,unknown
1936-11-27,1936,Provoked,AUSTRALIA,Torres Strait,Near Thursday Island,Spearfishing,M,,N,,0.9 m [3']  shark,fishing,other shark
1936-08-01,1936,Watercraft,USA,North Carolina,"Pamlico Sound off Frisco, Dare County",Fishing,M,13.0,N,,,fishing,unknown
1934-01-07,1934,Unprovoked,AUSTRALIA,New South Wales,Queenscliff,Swimming on sandbar adjacent to channel,M,22.0,N,15h30,4.3 m [14'] shark seen in area previous week,swimming,other shark
1932-01-27,1932,Unprovoked,AUSTRALIA,Queensland,Ipswich,Swimming,M,,N,Afternoon,A small shark,swimming,other shark
1931-09-21,1931,Unprovoked,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming,F,20.0,N,,"Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows",swimming,other shark
1929-04-11,1929,Provoked,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",Standing in knee-deep water,M,19.0,N,13h45,"Grey nurse shark, 4'",swimming,other shark
1929-01-14,1929,Unprovoked,NEW ZEALAND,North Island,"Miranda Head, Hauriki Gulf",Bathing,F,,N,,,swimming,unknown
1928-04-09,1928,Unprovoked,JAMAICA,Kingston Parish,"Coal wharf, Port Royal",Diving,M,,Y,Evening,,diving,unknown
1927-05-09,1927,Unprovoked,AUSTRALIA,Queensland,Off Cairns,Walking,M,,Y,,,other,unknown
1926-01-01,1926,Unprovoked,SINGAPORE,,Sea View Beach,Dived onto shark from floating stage,F,,Y,,,diving,unknown
1925-08-02,1925,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Swimming,F,,N,,,swimming,unknown
1923-05-22,1923,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving?,M,,Y,Midday,,diving,unknown
1921-11-27,1921,Unprovoked,AUSTRALIA,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River","Wading to dinghy, carrying his son",M,40.0,N,Morning,,swimming,unknown
1916-06-23,1916,Provoked,USA,Florida,,,M,26.0,N,,,other,unknown
1914-09-26,1914,Unprovoked,JAMAICA,Kingston Parish,Port Royal,Fell overboard,M,,Y,,A 20' shark known as Old Tom,watercraft,other shark
1910-06-08,1910,Sea Disaster,MOZAMBIQUE,Zambesi River,Portuguese territory,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",,,Y,,,swimming,unknown
1906-10-10,1906,Unprovoked,USA,Hawaii,,,M,,N,,,other,unknown
1906-10-10,1906,Unprovoked,USA,Hawaii,,Swimming,M,,Y,,,swimming,unknown
1901-07-17,1901,Invalid,ITALY,Syracuse,Capo Santa Croce,Swimming,M,20.0,,,Questionable,swimming,unknown
1895-11-16,1895,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay,Fishing,M,,Y,,,fishing,unknown
1895-05-21,1895,Sea Disaster,BAHAMAS,Bimini Islands,Off Gun Cay,Sea Disaster : Wreck of the Carrie E. Long,M,,N,,,other,unknown
1894-04-28,1894,Unprovoked,BURMA,Rangoon,Amherst,Bathing,F,,Y,,,swimming,unknown
1892-04-21,1892,Unprovoked,BAHAMAS,Out Islands,,Fell overboard from sponge vessel,M,,Y,,16' shark,watercraft,other shark
1892-01-01,1892,Provoked,AUSTRALIA,Torres Strait,Badu Island,Dress diving,M,,Y,,,diving,unknown
1890-12-27,1890,Unprovoked,BRITISH NEW GUINEA,Woodlark Islands,Off Panamota,Thrown overboard,M,18.0,N,,,watercraft,unknown
1877-12-12,1877,Unprovoked,AUSTRALIA,New South Wales,Near Sydney,Washed overboard from the barque Mary Eady,M,,Y,,,watercraft,unknown
1874-06-15,1874,Unprovoked,KIRIBATI,Gilbert Islands,Beru,Escaping from blackbirding vessel,M,,Y,,,other,unknown
1872-08-07,1872,Invalid,CROATIA,,Fiume,Fishing,M,,,,Invalid,fishing,unknown
1871-08-29,1871,Unprovoked,USA,Hawaii,,Fishing,M,,N,,,fishing,unknown
,1871,Unprovoked,AUSTRALIA,Queensland,Brisbane River,,M,,N,,,other,unknown
1866-04-24,1866,Invalid,AUSTRALIA,Western Australia,Off De Grey river,Fell overboard,M,,,,Shark involvement prior to death unconfirmed,watercraft,other shark
1865-07-14,1865,Unprovoked,USA,Texas,Brazos,Bathing,M,,Y,,,swimming,unknown
1865-03-01,1865,Watercraft,SOUTH AFRICA,Western Cape Province,St. Helena Bay,Fishing,M,,Y,,,fishing,unknown
1847-11-30,1847,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Swimming,M,,N,,,swimming,unknown
1827-06-01,1827,Unprovoked,SIERRA LEONE,Western Area,Tombo Island in the Sierra Leone River,Swimming,M,,N,,,swimming,unknown
1755-01-01,1755,Unprovoked,SWEDEN,Skagerrak arm of the North Sea,Bohuslän,,M,,,,,other,unknown
1733-01-01,1733,Invalid,ICELAND,Bardestrand,Talkknefiord,,,,,,Shark involvement prior to death unconfirmed,other,other shark
2022-09-03,2022,Unprovoked,USA,Hawaii,"Lower Paia Beach Park, Maui",Swimming  or Snorkeling,F,51.0,N,16h10,,swimming,unknown
2022-07-03,2022,Unprovoked,USA,New York,"Smith Point Beach, Suffolk County",Lifeguard Exercises,M,,N,10h15,5'shark,other,other shark
2022-03-15,2022,Unprovoked,NEW ZEALAND,South Island,Cobden,Surfing,M,,N,,,surfing,unknown
2022-02-21,2022,?,BAHAMAS,Grand  Bahama Island,Tiger Beach,Diving,M,51.0,N,12h50,,diving,unknown
2021-09-03,2021,Unprovoked,British Overseas Territory,Turks and Caicos,,,M,,N,,,other,unknown
2021-01-07,2021,Unprovoked,NEW ZEALAND,North Island,"Waihī  Beach, Bay of Plenty",Swimming,F,19.0,Y,17h10,,swimming,unknown
2020-12-06,2020,Unprovoked,USA,Oregon,"Seaside Cove, Clatsop County",Surfing,M,20.0,N,15h20,,surfing,unknown
2020-11-02,2020,Unprovoked,AUSTRALIA,New South Wales,"Town Beach, Port Macquarie",Surfing,M,13.0,N,06h00,,surfing,unknown
2020-08-22,2020,Unprovoked,USA,Florida,"St. Augustine Beach, Anastasia Island, St. Johns County",Surfing,M,14.0,N,Morning,4' to 5' shark,surfing,other shark
2020-07-11,2020,Unprovoked,AUSTRALIA,New South Wales,Wilsons Headland,Surfing,M,15.0,Y,14h30,"White shark, 2.5 m",surfing,white shark
2020-06-20,2020,Unprovoked,USA,North Carolina,"Salvo, Dare County",Body Surfing,M,16.0,N,16h00,,surfing,unknown
2020-04-06,2020,Unprovoked,AUSTRALIA,New South Wales,Wamberal Beach,Surfing,M,38.0,N,10h00,6' shark,surfing,other shark
2020-01-17,2020,Unprovoked,AUSTRALIA,New South Wales,Windang Beach,Surfing,M,59.0,N,08h00,A small shark,surfing,other shark
2019-05-14,2019,Unprovoked,USA,Hawaii,"Browns, Oahu",Surfing,M,,N,08h30,8' shark,surfing,other shark
2018-09-19,2018,Unprovoked,JAMAICA,St. Marys Parish,James Bond Beach,Spearfishing,M,43.0,Y,,,fishing,unknown
2018-08-15,2018,Questionable,USA,Maryland,"Rhode River, Chesapeake Bay",,M,,N,Sunset,,other,unknown
2018-06-18,2018,Unprovoked,USA,Georgia,"St. Simon Island, Glynn County",Standing,F,11.0,N,14h00  -15h00,,swimming,unknown
,2018,Unprovoked,EGYPT,,Brothers Island,Scuba Diving,M,,N,,Oceanic whitetip shark,diving,other shark
2018-05-24,2018,Provoked,AUSTRALIA,Queensland,Cairns Aquarium,Feeding sharks,M,32.0,N,Morning,Grey reef shark,other,other shark
2018-04-14,2018,Unprovoked,BAHAMAS,New Providence,Nirvana Beach,Surfing,M,,N,09h30,Tiger shark,surfing,tiger shark
2018-03-14,2018,Unprovoked,AUSTRALIA,Western Australia,Waterman's Bay,Wading,M,10.0,N,17h35,Wobbegong shark,swimming,other shark
2018-01-17,2018,Unprovoked,FRENCH POLYNESIA,,"Makemo atoll,",Surfing,M,45.0,N,08h00,"Sicklefin Lemon Shark,",surfing,other shark
2017-11-02,2017,Unprovoked,USA,Hawaii,Makaha,Surfing,M,,N,14h15,,surfing,unknown
2017-07-22,2017,Unprovoked,USA,Florida,"Snipes Point, Monroe County",,F,40.0,N,12h30,A small shark,other,other shark
2017-04-22,2017,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Snorkeling,F,40.0,N,16h00,,other,unknown
2017-04-10,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,10.0,N,17h45,,watercraft,unknown
2017-04-06,2017,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,16.0,N,,,swimming,unknown
2016-09-11,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,,N,15h15,3' to 4' shark,swimming,other shark
2016-07-07,2016,Watercraft,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing,M,,N,,White shark,fishing,white shark
2016-05-21,2016,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,11.0,N,17h46,,swimming,unknown
2016-05-01,2016,Unprovoked,USA,Louisiana,,Wading,F,33.0,N,,"Blacktip shark, juvenile",swimming,other shark
2016-03-02,2016,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,M,41.0,N,,Sandtiger shark,swimming,other shark
2016-01-28,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,,N,14h00,"Reef shark, 5'",surfing,other shark
2015-10-28,2015,Unprovoked,USA,Hawaii,"Malaka, Oahu",Body boarding,M,10.0,N,14h50,,watercraft,unknown
2015-08-29,2015,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,F,54.0,N,10h25,"White shark, 11' to 12'",surfing,white shark
2015-08-29,2015,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,M,21.0,N,10h00,"White shark, 10' to 12'",surfing,white shark
2015-08-18,2015,Watercraft,USA,California,Santa Barbara County,Kayak Fishing,M,22.0,N,07h30,"White shark, 13'",fishing,white shark
2015-05-09,2015,Unprovoked,NEW CALEDONIA,,Kouare,Snorkeling,M,50.0,Y,,"Bull shark, 3.5 m",other,bull shark
2014-08-16,2014,Unprovoked,AUSTRALIA,Western Australia,Gnaraloo,Spearfishing,M,31.0,N,,reef shark,fishing,other shark
2014-08-01,2014,Invalid,,,,Sea disaster,M,,,,Shark involvement not confirmed,other,other shark
2014-07-09,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14.0,N,14h00,,surfing,unknown
2014-05-11,2014,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,12.0,N,,Shark involvement not confirmed,surfing,other shark
2014-03-18,2014,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,,Kite Surfing,M,42.0,N,17h58,,surfing,unknown
2013-11-29,2013,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,58.0,N,13h00,,other,unknown
2013-10-28,2013,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,F,60.0,N,Afternoon,"Blacktip reef shark, 1m",other,other shark
2013-10-23,2013,Unprovoked,USA,Hawaii,"Waiehu, Maui",Diving,M,45.0,N,15h55,"Whitetip reef shark, 4' to 6'",diving,white shark
2013-04-28,2013,Provoked,AUSTRALIA,New South Wales,Emerald Beach,Fishing,M,,N,,"Wobbegong, 2m",fishing,other shark
2012-11-04,2012,Unprovoked,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Surfing,M,43.0,N,08h10,"Tiger shark, 8'",surfing,tiger shark
2012-08-04,2012,Unprovoked,FRENCH POLYNESIA,Tuamotus,Kaukura Atoll,Spearfishing,M,,N,,"Lemon shark, 2.5m to 3m",fishing,other shark
2012-07-14,2012,Unprovoked,AUSTRALIA,Western Australia,Off Wedge Island,Surfing,M,24.0,Y,09h05,"White shark, 5m",surfing,white shark
2012-06-22,2012,Unprovoked,USA,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Swimming,M,12.0,N,16h30,,swimming,unknown
2012-06-14,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,16.0,N,13h20,Blacktip shark,swimming,other shark
2012-04-03,2012,Unprovoked,USA,Hawaii,"Leftovers near Chun's Reef, Oahu",Surfing,M,28.0,N,12h38,"Tiger shark, 10'",surfing,tiger shark
2012-01-19,2012,Unprovoked,AUSTRALIA,Western Australia,Coral Bay,Snorkeling,M,26.0,N,Afternoon,"Tiger shark, 3m",other,tiger shark
2011-11-20,2011,Unprovoked,PAPUA NEW GUINEA,East New Britain,Pigeon Island,Scuba diving,M,,N,,,diving,unknown
2011-09-04,2011,Unprovoked,USA,Hawaii,"Nimitz State Beach, Oahu",Surfing,,,N,13h00,,surfing,unknown
2011-08-24,2011,Unprovoked,USA,North Carolina,"Buxton Beach, Dare County",Surfing,M,21.0,N,,,surfing,unknown
2011-08-24,2011,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,,M,10.0,N,15h30,,other,unknown
2011-07-13,2011,Unprovoked,BAHAMAS,Grand Bahama Island,Off Lucaya,Scuba diving,M,54.0,N,12h30,,diving,unknown
2010-10-23,2010,Unprovoked,USA,Maine,"Burnt Cove near Eastport, Washington County",Scuba diving,M,30.0,N,Afternoon,"Porbeagle shark, 8'",diving,other shark
2010-10-02,2010,Unprovoked,BAHAMAS,Abaco Islands,Elbow Cay,Surfing,F,,N,15h00,Possibly a 6' lemon shark,surfing,other shark
2010-07-11,2010,Provoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Fishing,M,,N,,"Nurse shark, juvenile",fishing,other shark
2010-01-27,2010,Unprovoked,AUSTRALIA,Queensland,Archie's Beach,Surfing,M,,N,16h30,,surfing,unknown
2010-01-09,2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,,F,,N,,,other,unknown
2010-01-06,2010,Unprovoked,USA,Florida,Elliot Key,Spearfishing,M,32.0,N,10h15,,fishing,unknown
2009-05-12,2009,Provoked,GUAM,North Region,Ritidian Point,Spearfishing,M,27.0,N,Afternoon,"Blacktip shark, 4'",fishing,other shark
2008-01-14,2008,Watercraft,NEW ZEALAND,North Island,Omaha Beach,Attempting to chase shark out to sea,,,N,14h00,"Bronze whaler shark, 4m",other,other shark
2007-09-20,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23.0,N,18h20,3' shark,surfing,other shark
2007-09-13,2007,Unprovoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Snorkeling,M,14.0,N,16h00,"Nurse shark, 2' to 3'",other,other shark
2006-08-20,2006,Unprovoked,REUNION,Saint-Pierre,Pointe du Diable,Surfing,M,34.0,Y,11h00,,surfing,unknown
2006-07-08,2006,Unprovoked,USA,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,F,14.0,N,11h00,5' to 6' spinner or bull shark,watercraft,other shark
2006-06-15,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24.0,N,15h30,2' to 3' shark,surfing,other shark
2006-04-13,2006,Provoked,USA,Florida,"Port of the Islands, Collier County",Fishing,M,35.0,N,Afternoon,"Bull shark, 4' to bull shark",fishing,bull shark
2006-01-04,2006,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,M,21.0,N,16h45,4' shark,surfing,other shark
2005-11-15,2005,Provoked,SOUTH AFRICA,Eastern Cape Province,Aston Bay,Fishing for sharks,M,32.0,N,14h00,"Raggedtooth shark, 2.5m",fishing,other shark
2005-11-12,2005,Unprovoked,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,18.0,N,13h00,6' shark,surfing,other shark
2005-10-06,2005,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Treading water/ Surfing,M,48.0,N,16h05,,surfing,unknown
2004-02-11,2004,Unprovoked,AUSTRALIA,New South Wales,Caves Beach,Snorkeling,M,22.0,N,,60 cm [23.6] blind or brown shark,other,other shark
2004-01-23,2004,Unprovoked,URUGUAY,Rocha,Ensenada de la Coronilla,Surfing,M,21.0,N,,Possibily a  1.5 to 2 m sandtiger shark,surfing,other shark
2004-01-03,2004,Sea Disaster,EGYPT,Sinai Peninsula,Off Sharm El-Sheikh,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,,,Y,03h00,,other,unknown
2003-04-21,2003,Unprovoked,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County",Surfing,M,17.0,N,13h30,Unidentified species,surfing,unknown
2003-04-19,2003,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Jumping,M,11.0,N,13h20,A “small” shark,other,other shark
2002-11-11,2002,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,21.0,N,13h40,6' shark,surfing,other shark
2002-07-04,2002,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Standing,F,9.0,N,17h15,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",swimming,other shark
2002-06-20,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,11.0,N,14h25,,swimming,unknown
2002-06-09,2002,Unprovoked,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,50.0,N,10h40,,surfing,unknown
2002-05-31,2002,Unprovoked,USA,Florida,"St. George Island (near Apachicola), Franklin County",Floating on a raft,M,16.0,N,16h15,1 m  shark,other,other shark
2002-03-03,2002,Invalid,NEW CALEDONIA,Loyalty Islands,Lifou,Spearfishing,M,44.0,,,Shark involvement prior to death unconfired,fishing,other shark
2001-09-08,2001,Provoked,USA,Florida,"Everglades National Park, Monroe County",Fishing,M,44.0,N,,,fishing,unknown
2001-08-31,2001,Unprovoked,BAHAMAS,Abaco Islands,North of Grand Cay,Spearfishing,M,44.0,N,13h30,3 m [10'] bull shark,fishing,other shark
2001-07-21,2001,Watercraft,USA,Massachusetts,Chatham Island,Fishing,,,N,,"Mako shark, 14'",fishing,other shark
2001-07-15,2001,Unprovoked,USA,Florida,"Santa Rosa Island, Escambia County",Surfing,M,48.0,N,14h30,,surfing,unknown
2001-07-15,2001,Unprovoked,USA,Florida,"Amelia Island, Nassau County",Boogie boarding,M,18.0,N,14h30,0.9 m  [3'] shark,watercraft,other shark
2001-07-06,2001,Unprovoked,MEXICO,Baja California,Ensenada,Surfing,M,42.0,N,Evening,,surfing,unknown
2001-05-04,2001,Unprovoked,AUSTRALIA,New South Wales,Noraville,Surfing,M,,N,17h45,,surfing,unknown
2001-04-02,2001,Unprovoked,AUSTRALIA,New South Wales,Nambucca River Entrance,Surfing,M,40.0,N,10h00,Bronze whaler shark,surfing,other shark
2000-10-29,2000,Watercraft,AUSTRALIA,Queensland,Peel Island,Fishing,,31.0,N,22h00,White shark,fishing,white shark
2000-09-11,2000,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming / Body surfing,M,25.0,N,13h20,60 cm to 90 cm [2' to 3'] shark,surfing,other shark
